id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,
9076,Women,Apparel,Bottomwear,Track Pants,Blue,Fall,2011,Sports,ADIDAS Women Wo Basic Yo Pant Blue Trackpant,
9077,Women,Apparel,Bottomwear,Track Pants,Pink,Fall,2011,Sports,ADIDAS Women Pink Track Pants,
9078,Men,Apparel,Bottomwear,Track Pants,Black,Spring,2013,Sports,ADIDAS Men Crkt Col Pant Black Trackpant,
9079,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Sports,ADIDAS Men Adna 3s Shrt Kn Black Shorts,
9080,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011,Sports,ADIDAS Men Adna Revpt Grey Trackpant,
9081,Men,Apparel,Bottomwear,Shorts,Red,Fall,2011,Sports,ADIDAS Men Gfx Rev 2l Sho Red Shorts,
9082,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011,Sports,ADIDAS Men Torment Pant Navy Blue Trackpant,
9083,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011,Sports,ADIDAS Women Ess Cuffed Pant Black Trackpant,
9084,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011,Sports,ADIDAS Women Ess Cuffed Pant Grey Trackpant,
9085,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2011,Casual,Buckaroo Men Grey Shoes,
9086,Unisex,Footwear,Shoes,Casual Shoes,Maroon,Fall,2011,Casual,Converse Unisex Ct As Star Chevron Hi Maroon Casual Shoes,
9087,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011,Casual,Buckaroo Men Valle Brown Casual Shoes,
9088,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Converse Unisex Ct As Rolldown Hi Black Casual Shoes,
9089,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Converse Unisex Ct AsAll Star 08 Hi Black Casual Shoes,
9090,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2011,Casual,Buckaroo Men Valle Black Casual Shoes,
9091,Men,Footwear,Shoes,Casual Shoes,Maroon,Winter,2011,Casual,Buckaroo Men Amigo Maroon Casual Shoes,
9092,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Women BodyTrain Alt Black Green Shoe,
9093,Women,Accessories,Bags,Handbags,Multi,Winter,2015,Casual,Murcia Women Brocade Clutch,
9094,Women,Accessories,Bags,Handbags,Silver,Winter,2015,Casual,Murcia Women Silver Purse,
9095,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Sports,ADIDAS Men's Schelse Navy Blue Shorts,
9096,Unisex,Footwear,Shoes,Casual Shoes,Blue,Fall,2011,Casual,Converse Unisex Ct As Star Chevron Hi Blue Casual Shoes,
9097,Unisex,Footwear,Shoes,Casual Shoes,Green,Fall,2011,Casual,Converse Unisex Ct AsAll Star 08 Hi Green Casual Shoes,
9099,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Sports,ADIDAS Men Cfc H Sho Blue Shorts,
9100,Men,Footwear,Flip Flops,Flip Flops,Multi,Winter,2011,Casual,Buckaroo Men Alto Multi Flip Flops,
9101,Men,Footwear,Sandal,Sandals,Black,Winter,2011,Casual,Buckaroo Men Luz Black Sandals,
9102,Men,Footwear,Sandal,Sandals,Brown,Winter,2011,Casual,Buckaroo Men Luz Brown Sandals,
9103,Men,Footwear,Flip Flops,Flip Flops,Tan,Fall,2011,Casual,Provogue Men Ean Tan Flip Flops,
9104,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Men Tergament White White Casual Shoes,
9105,Men,Footwear,Shoes,Sports Shoes,Black,Winter,2011,Sports,Puma Men Complete Vectana 2 Black Sports Shoes,
9106,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,Forever New Women Brown Top,
9107,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men Complete Vectana 2 White Sports Shoes,
9108,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Women Axis XT Black Sports Shoes,
9109,Unisex,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Puma Unisex Faas 300 Black Sports Shoes,
9110,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Women Faas 300 Black Sports Shoes,
9111,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports,Puma Men Exsis 2 Blue Sports Shoes,
9112,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men Exsis 2 White Sports Shoes,
9113,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Women Exsis 2 Black Sports Shoes,
9114,Unisex,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Unisex Ikonis 2 Black Sports Shoes,
9115,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Puma Women Ikonis 2 Silver Sports Shoes,
9116,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Sports,Puma Women Ikonis 2 White Sports Shoes,
9117,Unisex,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Unisex Axis Black Sports Shoes,
9118,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Puma Women Axis Silver Sports Shoes,
9119,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Women Axis Black Sports Shoes,
9120,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Men Cell Turin Perf Black Sports Shoes,
9121,Men,Footwear,Shoes,Sports Shoes,Brown,Summer,2013,Casual,Puma Men Yacht L Brown Casual Shoes,
9122,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men Yacht L Black Casual Shoes,
9123,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Women Vesta Runner Black Sports Shoes,
9124,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Men Jiyu 2 White Casual Shoes,
9125,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Men Cell Pavo White Casual Shoes,
9126,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Men Cell Varex SL Black Sports Shoes,
9127,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Cell Varex SL White Sports Shoes,
9128,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Puma Men Bolt Faas 400 Silver Sports Shoes,
9129,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Men Bolt Faas 400 Black Sports Shoes,
9130,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,Puma Men Osu NM Grey Casual Shoes,
9131,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Puma Men Excitemo TT Black Sports Shoes,
9132,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Puma Men Excitemo TT White Sports Shoes,
9133,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Puma Men Iknois 2XT White Sports Shoes,
9134,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Puma Men Iknois 2XT Black Sports Shoes,
9135,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Puma Men Vibrant VI White Sports Shoes,
9136,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Puma Men Iknois 2 XT Black Sports Shoes,
9137,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Puma Men Vibrant VI Black Casual Shoes,
9138,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011,Casual,Puma Men Bow Blue Flip Flops,
9139,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2011,Casual,Puma Men Bow Green Flip Flops,
9140,Women,Apparel,Topwear,Tunics,Magenta,Fall,2011,Casual,Scullers For Her Women Viscose Tunics Magenta Tunics,
9141,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual,Lee Women Blue Cherrie Slim Fit Jeans,
9142,Women,Apparel,Bottomwear,Jeans,Black,Summer,2013,Casual,Lee Women Black Eva Fit Jeans,
9143,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual,Lee Women Blue Skinny Fit Stretchable Jeans,
9144,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual,Lee Women Scraped Blue Roxy Fit Jeans,
9145,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual,Lee Women Rinsed Blue Roxy Fit Jeans,
9146,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual,Lee Women Mid Stone Blue Maxi Fit Jeans,
9147,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Lee Women SS Blue Jeans,
9148,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual,Lee Women Blue Jeans,
9149,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual,Lee Women Rinse Blue Jeans,
9150,Women,Apparel,Bottomwear,Jeans,Black,Summer,2013,Casual,Lee Black Maxi Super-Skinny Jeans,
9151,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,Jealous 21 Women Checks Grey Tops,
9152,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Jealous 21 Women Purple Blue Shirt,
9153,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Jealous 21 Women Jealous Purple Tops,
9154,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,Jealous 21 Women Checks Grey Tops,
9155,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,Jealous 21 Women Jealous Black Tops,
9156,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Jealous 21 Women Lavender Purple Tops,
9157,Women,Apparel,Topwear,Shirts,Pink,Fall,2011,Casual,Jealous 21 Women Checks Pink Shirt,
9158,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Locomotive Men Cade Black Jeans,
9160,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011,Casual,Locomotive Men Cal Grey Jeans,
9161,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Cairo Blue Jeans,
9162,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Callum Blue Jeans,
9163,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Cael Blue Jeans,
9164,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Cam Blue Jeans,
9166,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Rafe Blue Jeans,
9167,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Race Blue Jeans,
9168,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Radley Blue Jeans,
9169,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Ian Blue Jeans,
9170,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Lain Blue Jeans,
9171,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Lio Blue Jeans,
9173,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Bao Blue Jeans,
9174,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Balin Blue Jeans,
9175,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Banks Blue Jeans,
9176,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011,Casual,Locomotive Men Barney Grey Jeans,
9177,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Bade Blue Jeans,
9178,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Eero Blue Jeans,
9179,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Euro Blue Jeans,
9180,Men,Apparel,Topwear,Tshirts,Peach,Fall,2011,Casual,Tantra Men People Talk Peach T-shirt,
9181,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Tantra Men No Corruption White Tshirts,
9182,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Tantra Men Imagine No Corruption Blue Tshirts,
9186,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Free Wheeler Spirit Denim Blue Jeans,
9187,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Style Essentials Spykar Basic Attire Series 0428 Blue Jeans,
9189,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Style Essentials Spykar Jeans Rns Blue Jeans,
9191,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,SPYKAR Men Slim Fit Free Republic Wheeler Spirit Blue Jeans,
9195,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Style Essentials Kns 0542 Blue Jeans,
9196,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Puma Men Axis Silver Sports Shoes,
9197,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Ikonis 2 XT White Shoes,
9198,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men Faas 500 Black Casual Shoes,
9199,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Women Trekkies Ska Target Oc White Casual Shoes,
9200,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men SL Tech LO SF Black Casual Shoes,
9201,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Men Faas 300 White Shoes,
9202,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual,Puma Men Yacht L Red Casual Shoes,
9203,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Men Axis XT Black Shoes,
9204,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Puma Men Future Cat Remix SF Black Casual Shoes,
9205,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men SL Tech Lo NM Basic Black Casual Shoes,
9206,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Women Corsica Tribal White Casual Shoes,
9207,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Women Nouli Lo Ripstop Black Casual Shoes,
9208,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men Ean-13 Black Casual Shoes,
9209,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Women Jet Cat White Casual Shoes,
9210,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men Calibre Tricks Convert Spike White Shoes,
9211,Men,Footwear,Shoes,Casual Shoes,Orange,Fall,2011,Casual,Puma Men Silly Point Orange Casual Shoes,
9212,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Puma Men Apex Black Floaters,
9213,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men Speeder Black Casual Shoes,
9214,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Women Track Cat Basic White Casual Shoes,
9215,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men D Force Mid SF Black Casual Shoes,
9216,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men Benecio Canvas Black Casual Shoes,
9217,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Men D Force Mid SF White Casual Shoes,
9218,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011,Casual,Puma Men Benecio Canvas Blue Casual Shoes,
9219,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,Puma Women Abbey Grey Casual Shoes,
9220,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual,Puma Men Snipper Red Casual Shoes,
9221,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,Puma Women Coral Black Casual Slippers,
9222,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Unisex Speeder SL Jr White Casual Shoes,
9223,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Axis White Shoes,
9225,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Puma Men Snipper Black Sandal,
9226,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Mark Taylor Men White Striped Shirt,
9227,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Plain Blue Shirts,
9229,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9230,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Mark Taylor Men White Striped Shirt,
9231,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Formal,Mark Taylor Men Grey Striped Shirt,
9233,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9235,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Plain Blue Shirts,
9236,Men,Apparel,Topwear,Shirts,Brown,Fall,2011,Formal,Mark Taylor Men Brown Striped Shirt,
9237,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9239,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Formal,Mark Taylor Men Green Striped Shirt,
9240,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,Mark Taylor Men Light Grey Striped Shirt,
9241,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9242,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Formal,Mark Taylor Men Solid Pink Shirts,
9243,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9244,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9245,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9246,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9247,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Mark Taylor Men White Striped Shirt,
9248,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,Mark Taylor Men Purple Striped Shirt,
9249,Men,Apparel,Topwear,Shirts,Cream,Fall,2011,Formal,Mark Taylor Men Solid Cream Shirts,
9250,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,Mark Taylor Men Red Striped Shirt,
9251,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Formal,Mark Taylor Men Green Striped Shirt,
9252,Men,Apparel,Topwear,Shirts,Brown,Fall,2011,Formal,Mark Taylor Men Brown Striped Shirt,
9253,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,Mark Taylor Men Purple Striped Shirt,
9254,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Mark Taylor Men Solid White Shirts,
9255,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Formal,Mark Taylor Men Green Striped Shirt,
9256,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9257,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9258,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Formal,Mark Taylor Men Green Striped Shirt,
9259,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9260,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9261,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,Mark Taylor Men Red Striped Shirt,
9262,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,
9263,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Scul Purple Shirts,
9264,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Scullers Men White Check Shirt,
9265,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Scul Black Shirts,
9266,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Scullers Men Scul Blue Shirts,
9267,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Scul Blue Shirts,
9268,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Scullers Men White Check Shirt,
9269,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual,Scullers Men Scul Maroon Shirts,
9270,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Formal,Indigo Nation Men Maroon Shirt,
9271,Men,Apparel,Topwear,Shirts,Brown,Fall,2011,Casual,John Miller Men Stripes Grey White Shirts,
9272,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011,Casual,Nike Men's Celso Solarsoft Thong Blue Flip Flop,
9273,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men Main Draw White Shoe,
9274,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2011,Sports,Nike Men's Lunareclipse+ Navy Blue Shoe,
9289,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Indian Terrain Men Houston White Tshirts,
9305,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Indian Terrain Men Montez Yellow T-shirt,
9309,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Indian Terrain Men Rico Navy Blue T-shirt,
9310,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,Indian Terrain Men Riley Maroon T-shirt,
9321,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Indian Terrain Men Worden Navy Blue Tshirts,
9323,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,FILA Men Ventaggio White Sports Shoes,
9330,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Fila Men Skylite New Black Shoes,
9331,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Puma Men Chino Blue Shorts,
9332,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Puma Women Ess Striped White Tops,
9333,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Puma Women Edition White Tops,
9334,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,Puma Women Heroes Graphic Black Tops,
9335,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Puma Women Edition Grey Tops,
9336,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Puma Women Heroes Graphic White T-shirt,
9337,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Puma Men Heroes Graphic Yellow Tshirts,
9338,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Puma Men Heroes Graphic White Tshirts,
9339,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Puma Men Ducati Graphic White Tshirts,
9340,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,Puma Women blink blink Black Tops,
9341,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Puma Men Electro Cat White T-shirt,
9342,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Casual,Puma Men Pants Navy Blue Shorts,
9343,Men,Apparel,Bottomwear,Shorts,Brown,Fall,2011,Casual,Puma Men Chino Brown Shorts,
9344,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Puma Men Ferrari Red Polo Tshirts,
9345,Men,Apparel,Bottomwear,Shorts,Green,Fall,2011,Casual,Puma Men Checks Green Shorts,
9346,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Casual,Puma Men Checks Navy Blue Shorts,
9347,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Puma Men Motorsport White Shirts,
9348,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Casual,Puma Men Bermudas Navy Blue Shorts,
9350,Men,Accessories,Socks,Socks,White,Fall,2011,Casual,Puma Men Sport Pack of 3 White Black Socks,
9351,Men,Accessories,Socks,Socks,Black,Fall,2011,Casual,Puma Men Sport Pack of 3 Pairs Black Sock,
9352,Men,Accessories,Socks,Socks,White,Fall,2011,Casual,Puma Men Sports Socks 1 Pair White Socks,
9354,Men,Accessories,Socks,Socks,Grey,Fall,2011,Casual,Puma Men Sports Socks 1 Pair Grey Socks,
9355,Men,Accessories,Socks,Socks,White,Fall,2011,Casual,Puma Men Sport Pack of 3 White Socks,
9356,Men,Accessories,Socks,Socks,Black,Fall,2011,Casual,Puma Men Sport Pack of 3 Black Socks,
9357,Men,Accessories,Socks,Socks,White,Fall,2011,Casual,Puma Men Sport Pack of 3 Socks,
9358,Women,Accessories,Socks,Socks,Red,Fall,2011,Casual,Puma Women Sport Pack of 3 White Socks,
9359,Unisex,Accessories,Socks,Socks,Grey,Fall,2011,Casual,Puma Unisex FTPA Grey Socks,
9360,Unisex,Accessories,Socks,Socks,Blue,Fall,2011,Casual,Puma Unisex FTPA Blue Socks,
9361,Unisex,Accessories,Socks,Socks,Black,Fall,2011,Casual,Puma Unisex FTPA Black Socks,
9362,Women,Accessories,Socks,Socks,Purple,Fall,2011,Casual,Puma Women Logo Stud Pink Socks,
9363,Women,Accessories,Socks,Socks,White,Fall,2011,Casual,Puma Women Logo Stud White Socks,
9364,Women,Accessories,Socks,Socks,Blue,Fall,2011,Casual,Puma Women Logo Stud Blue Socks,
9365,Women,Accessories,Socks,Socks,Black,Fall,2011,Casual,Puma Women Logo Stud Black Socks,
9366,Men,Accessories,Socks,Socks,White,Fall,2011,Casual,Puma Men Ftpa Socks White Socks,
9367,Men,Accessories,Socks,Socks,Blue,Fall,2011,Casual,Puma Men Ftpa Blue Socks,
9368,Men,Accessories,Socks,Socks,White,Fall,2011,Casual,Puma Men Ftpa White Socks,
9369,Women,Accessories,Socks,Socks,Grey,Fall,2011,Casual,Puma Women Stripe Grey Socks,
9370,Women,Accessories,Socks,Socks,Black,Fall,2011,Casual,Puma Women Stripe Black Socks,
9371,Women,Accessories,Socks,Socks,Pink,Fall,2011,Casual,Puma Women Pink Socks,
9372,Unisex,Accessories,Socks,Socks,Blue,Fall,2011,Casual,Puma Unisex ABS Blue Socks,
9373,Unisex,Accessories,Socks,Socks,Pink,Fall,2011,Casual,Puma Unisex Foundation Pink Socks,
9374,Unisex,Accessories,Socks,Socks,Blue,Fall,2011,Casual,Puma Unisex Foundation Blue Socks,
9375,Unisex,Accessories,Socks,Socks,Brown,Fall,2011,Casual,Puma Unisex FTPA Brown Socks,
9376,Unisex,Accessories,Socks,Socks,Black,Fall,2011,Casual,Puma Unisex FTPA Black Socks,
9377,Unisex,Accessories,Socks,Socks,Brown,Fall,2011,Casual,Puma Unisex FTPA Brown Socks,
9378,Unisex,Accessories,Headwear,Caps,Black,Fall,2011,Casual,Nike Unisex Cbf Core Black Caps,
9379,Unisex,Accessories,Headwear,Caps,Black,Fall,2011,Casual,Nike Unisex Manu Core Black Cap,
9380,Men,Footwear,Shoes,Sports Shoes,Green,Fall,2011,Sports,Nike Men Elite Sports Shoes,
9381,Men,Footwear,Shoes,Sports Shoes,Brown,Fall,2011,Sports,Nike Men Elite Brown Sports Shoes,
9382,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Nike Men Sweet Classic White Casual Shoes,
